 TITLE = "f:\20200825Ma7jiaozheng\num1\Test0120200827122054.dat"
  VARIABLES = "t(s)","PV(Pa)","PS(atm)","PI(atm)","TH(K)","TB(K)","PH(atm)","PB(atm)"
 ZONE I=           4000, DATAPACKING=POINT
 AUXDATA	ChNumber="8"
 AUXDATA	SaveFreqinHz="100"
 AUXDATA	StartTimeinSec="3807519654.015"
         1.4000       560.7547        60.2497        19.0727       581.6115       349.0266         0.0714        -0.2228
         1.4100       562.4452        60.1623        19.0482       581.5031       349.2605         0.1010        -0.2219
         1.4200       572.7464        60.2255        19.0734       581.8368       349.0056         0.0866        -0.2406
         1.4300       564.1777        60.2383        19.0751       581.5352       349.0569         0.0850        -0.2189
         1.4400       558.4700        60.1934        19.0551       581.7418       349.1233         0.0931        -0.2157
         1.4500       567.6826        60.2960        19.0707       581.9759       348.9861         0.0794        -0.2201
         1.4600       560.0662        60.1857        19.0621       581.6362       349.1364         0.0844        -0.1945
         1.4700       560.9112        60.2108        19.0785       581.6861       349.1549         0.0581        -0.2174
         1.4800       562.5218        60.2766        19.0702       581.6124       349.0422         0.0560        -0.2250
         1.4900       557.0954        60.1570        19.0589       581.7374       349.1950         0.1029        -0.2080
         1.5000       562.7320        60.2371        19.0872       581.8616       349.2438         0.0752        -0.2347
         1.5100       561.6219        60.1678        19.0561       581.6411       349.0499         0.0717        -0.2157
         1.5200       563.8040        60.1209        19.0593       581.7616       349.2858         0.0959        -0.2081
         1.5300       564.9259        60.3043        19.0790       581.4828       349.2957         0.0776        -0.2305
         1.5400       560.1059        60.1656        19.0455       581.7140       349.0957         0.0851        -0.2062
         1.5500       563.7101        60.1596        19.0722       582.3000       349.3383         0.0851        -0.2128
         1.5600       563.8852        60.2877        19.0767       581.3531       349.0631         0.0787        -0.2225
         1.5700       564.1532        60.2116        19.0518       581.6329       349.0934         0.0928        -0.2085
         1.5800       564.7679        60.2002        19.0768       582.0650       349.1817         0.0840        -0.2219
         1.5900       558.2458        60.2278        19.0649       581.5123       348.8624         0.0790        -0.2174
         1.6000       556.2372        60.1986        19.0613       581.8691       349.1907         0.0881        -0.2164
